year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,laureats_name,prize_winning_abbreviations,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country
2003,Literature,The Nobel Prize in Literature 2003,"""who in innumerable guises portrays the surprising involvement of the outsider""",1月1日,763,Individual,John M. Coetzee,,,1940/2/9,Cape Town,South Africa,Male,NA,NA,NA,NA,NA,NA
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",1月2日,764,Individual,Paul C. Lauterbur,Paul C. Lauterbur,"lauterbur, pc",1929/5/6,"Sidney, OH",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,2007/3/27,"Urbana, IL",United States of America
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",1月2日,765,Individual,Sir Peter Mansfield,Sir Peter Mansfield,"mansfield, p",1933/10/9,London,United Kingdom,Male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,2017/2/8,NA,NA
2003,Peace,The Nobel Peace Prize 2003,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",1月1日,773,Individual,Shirin Ebadi,,,1947/6/21,Hamadan,Iran,Female,NA,NA,NA,NA,NA,NA
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1月3日,766,Individual,Alexei A. Abrikosov,,"abrikosov, aa",1928/6/25,Moscow,Union of Soviet Socialist Republics (Russia),Male,Argonne National Laboratory,"Argonne, IL",United States of America,NA,NA,NA
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1月3日,767,Individual,Vitaly L. Ginzburg,,"ginzburg, vl",1916/10/4,Moscow,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,2009/11/8,NA,NA
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1月3日,768,Individual,Anthony J. Leggett,Anthony J. Leggett,"leggett, aj",1938/3/26,London,United Kingdom,Male,University of Illinois,"Urbana, IL",United States of America,NA,NA,NA
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1月3日,779,Individual,Aaron Ciechanover,Aaron Ciechanover,"ciechanover, a",1947/10/1,Haifa,British Protectorate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,NA,NA,NA
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1月3日,780,Individual,Avram Hershko,Avram Hershko,"hershko, a",1937/12/31,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,NA,NA,NA
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1月3日,781,Individual,Irwin Rose,Irwin Rose,"rose, i",1926/7/16,"Brooklyn, NY",United States of America,Male,University of California,"Irvine, CA",United States of America,2015/6/3,"Deerfield, MA",United States of America
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1月2日,786,Individual,Finn E. Kydland,,,1943/12/1,Gjesdal,Norway,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,NA,NA,NA
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1月2日,787,Individual,Edward C. Prescott,,,1940/12/26,"Glens Falls, NY",United States of America,Male,Arizona State University,"Tempe, AZ",United States of America,NA,NA,NA
2004,Literature,The Nobel Prize in Literature 2004,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",1月1日,782,Individual,Elfriede Jelinek,,,1946/10/20,Mürzzuschlag,Austria,Female,NA,NA,NA,NA,NA,NA
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1月2日,774,Individual,Richard Axel,Richard Axel,"axel, r",1946/7/2,"New York, NY",United States of America,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1月2日,775,Individual,Linda B. Buck,Linda B. Buck,"buck, l",1947/1/29,"Seattle, WA",United States of America,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,NA,NA,NA
2004,Peace,The Nobel Peace Prize 2004,"""for her contribution to sustainable development, democracy and peace""",1月1日,783,Individual,Wangari Muta Maathai,,,1940/4/1,Nyeri,Kenya,Female,NA,NA,NA,2011/9/25,Nairobi,Kenya
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1月3日,776,Individual,David J. Gross,David J. Gross,"gross, dj",1941/2/19,"Washington, DC",United States of America,Male,"University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",United States of America,NA,NA,NA
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1月3日,777,Individual,H. David Politzer,H. David Politzer,"politzer, hd",1949/8/31,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1月3日,778,Individual,Frank Wilczek,Frank Wilczek,"wilczek, f",1951/5/15,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1月3日,794,Individual,Yves Chauvin,Yves Chauvin,"chauvin, y",1930/10/10,Menin,Belgium,Male,Institut Fran?ais du Pétrole,Rueil-Malmaison,France,2015/1/27,Tours,France
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1月3日,795,Individual,Robert H. Grubbs,Robert H. Grubbs,"grubbs, r",1942/2/27,"Possum Trot, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1月3日,796,Individual,Richard R. Schrock,Richard R. Schrock,"schrock, r",1945/1/4,"Berne, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",1月2日,799,Individual,Robert J. Aumann,,,1930/6/8,Frankfurt-on-the-Main,Germany,Male,"University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,NA,NA,NA
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",1月2日,800,Individual,Thomas C. Schelling,,,1921/4/14,"Oakland, CA",United States of America,Male,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD",United States of America,2016/12/13,"Bethesda, MD",United States of America
2005,Literature,The Nobel Prize in Literature 2005,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",1月1日,801,Individual,Harold Pinter,,,1930/10/10,London,United Kingdom,Male,NA,NA,NA,2008/12/24,London,United Kingdom
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1月2日,789,Individual,Barry J. Marshall,Barry J. Marshall,"marshall, bj",1951/9/30,Kalgoorlie,Australia,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,NA,NA,NA
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1月2日,790,Individual,J. Robin Warren,J. Robin Warren,"warren, jr",1937/6/11,Adelaide,Australia,Male,NA,Perth,Australia,NA,NA,NA
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",1月2日,797,Organization,International Atomic Energy Agency (IAEA),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",1月2日,798,Individual,Mohamed ElBaradei,,,1942/6/17,Cairo,Egypt,Male,NA,NA,NA,NA,NA,NA
2005,Physics,The Nobel Prize in Physics 2005,"""for his contribution to the quantum theory of optical coherence""",1月2日,791,Individual,Roy J. Glauber,Roy J. Glauber,"glauber, rj",1925/9/1,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1月4日,792,Individual,John L. Hall,John L. Hall,"hall, jl",1934/8/21,"Denver, CO",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,NA,NA,NA
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1月4日,793,Individual,Theodor W. H?nsch,Theodor W. H?nsch,"hansch, tw",1941/10/30,Heidelberg,Germany,Male,Max-Planck-Institut für Quantenoptik,Garching,Germany,NA,NA,NA
2006,Chemistry,The Nobel Prize in Chemistry 2006,"""for his studies of the molecular basis of eukaryotic transcription""",1月1日,806,Individual,Roger D. Kornberg,Roger D. Kornberg,"kornberg, r",1947/4/24,"St. Louis, MO",United States of America,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA
2006,Economics,The Sveriges Riksbank Prize in Economic Sciences 2006,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",1月1日,807,Individual,Edmund S. Phelps,,,1933/7/26,"Evanston, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA
2006,Literature,The Nobel Prize in Literature 2006,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",1月1日,808,Individual,Orhan Pamuk,,,1952/6/7,Istanbul,Turkey,Male,NA,NA,NA,NA,NA,NA
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",1月2日,802,Individual,Andrew Z. Fire,Andrew Z. Fire,"fire, a",1959/4/27,"Stanford, CA",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,NA,NA,NA
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",1月2日,803,Individual,Craig C. Mello,Craig C. Mello,"mello, cc",1960/10/19,"New Haven, CT",United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,NA,NA,NA
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",1月2日,809,Individual,Muhammad Yunus,,,1940/6/28,Chittagong,British India (Bangladesh),Male,NA,NA,NA,NA,NA,NA
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",1月2日,810,Organization,Grameen Bank,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",1月2日,804,Individual,John C. Mather,John C. Mather,"mather, jc",1946/8/7,"Roanoke, VA",United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,NA,NA,NA
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",1月2日,805,Individual,George F. Smoot,George F. Smoot,"smoot, gf",1945/2/20,"Yukon, FL",United States of America,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA
2007,Chemistry,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces""",1月1日,816,Individual,Gerhard Ertl,Gerhard Ertl,"ertl, g",1936/10/10,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,NA,NA,NA
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1月3日,820,Individual,Leonid Hurwicz,,,1917/8/21,Moscow,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,2008/6/24,"Minneapolis, MN",United States of America
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1月3日,821,Individual,Eric S. Maskin,,,1950/12/12,"New York, NY",United States of America,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,NA,NA,NA
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1月3日,822,Individual,Roger B. Myerson,,,1951/3/29,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,NA,NA,NA
2007,Literature,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",1月1日,817,Individual,Doris Lessing,,,1919/10/22,Kermanshah,Persia (Iran),Female,NA,NA,NA,2013/11/17,London,United Kingdom
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1月3日,811,Individual,Mario R. Capecchi,Mario R. Capecchi,"capecchi, mr",1937/10/6,Verona,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,NA,NA,NA
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1月3日,812,Individual,Sir Martin J. Evans,Sir Martin J. Evans,"evans, mj",1941/1/1,Stroud,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,NA,NA,NA
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1月3日,813,Individual,Oliver Smithies,Oliver Smithies,"smithies, o",1925/6/23,Halifax,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,2017/1/10,"Chapel Hill, NC",United States of America
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",1月2日,818,Organization,Intergovernmental Panel on Climate Change (IPCC),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",1月2日,819,Individual,Albert Arnold (Al) Gore Jr.,,,1948/3/31,"Washington, DC",United States of America,Male,NA,NA,NA,NA,NA,NA
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1月2日,814,Individual,Albert Fert,Albert Fert,"fert, a",1938/3/7,Carcassonne,France,Male,Universit&eacute; Paris-Sud,Orsay,France,NA,NA,NA
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1月2日,815,Individual,Peter Grünberg,,"grunberg, p",1939/5/18,Plzen,Czechoslovakia (Czech Republic),Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,NA,NA,NA
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1月3日,829,Individual,Osamu Shimomura,Osamu Shimomura,shimomur.o,1928/8/27,Kyoto,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America,NA,NA,NA
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1月3日,830,Individual,Martin Chalfie,Martin Chalfie,"chalfie, m",1947/1/15,"Chicago, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1月3日,831,Individual,Roger Y. Tsien,Roger Y. Tsien,"tsien, r",1952/2/1,"New York, NY",United States of America,Male,University of California,"San Diego, CA",United States of America,2016/8/24,"Eugene, OR",United States of America
2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity""",1月1日,834,Individual,Paul Krugman,,,1953/2/28,"New York, NY",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA
2008,Literature,The Nobel Prize in Literature 2008,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",1月1日,832,Individual,Jean-Marie Gustave Le Clézio,,,1940/4/13,Nice,France,Male,NA,NA,NA,NA,NA,NA
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer""",1月2日,823,Individual,Harald zur Hausen,Harald zur Hausen,"hausen, hz",1936/3/11,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,NA,NA,NA
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",1月4日,824,Individual,Fran?oise Barré-Sinoussi,Fran?oise Barr¨|-Sinoussi,"barresinoussi, f",1947/7/30,Paris,France,Female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,NA,NA,NA
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",1月4日,825,Individual,Luc Montagnier,Luc Montagnier,"montagnier, l",1932/8/18,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,NA,NA,NA
2008,Peace,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",1月1日,833,Individual,Martti Ahtisaari,,,1937/6/23,Viipuri (Vyborg),Finland,Male,NA,NA,NA,NA,NA,NA
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",1月2日,826,Individual,Yoichiro Nambu,Yoichiro Nambu,"nambu, yoichiro",1921/1/18,Tokyo,Japan,Male,"Enrico Fermi Institute, University of Chicago","Chicago, IL",United States of America,2015/7/5,Osaka,Japan
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1月4日,827,Individual,Makoto Kobayashi,Makoto Kobayashi,"kobayash, m",1944/4/7,Nagoya,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,NA,NA,NA
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1月4日,828,Individual,Toshihide Maskawa,Toshihide Maskawa,"maskawa, t",1940/2/7,Nagoya,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,NA,NA,NA
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1月3日,841,Individual,Venkatraman Ramakrishnan,Venkatraman Ramakrishnan,"ramakrishnan, v",NA,"Chidambaram, Tamil Nadu",India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,NA,NA,NA
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1月3日,842,Individual,Thomas A. Steitz,Thomas A. Steitz,"steitz, t",1940/8/23,"Milwaukee, WI",United States of America,Male,Yale University,"New Haven, CT",United States of America,NA,NA,NA
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1月3日,843,Individual,Ada E. Yonath,Ada E. Yonath,"yonath, a",1939/6/22,Jerusalem,British Mandate of Palestine (Israel),Female,Weizmann Institute of Science,Rehovot,Israel,NA,NA,NA
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",1月2日,846,Individual,Elinor Ostrom,,,1933/8/7,"Los Angeles, CA",United States of America,Female,Indiana University,"Bloomington, IN",United States of America,2012/6/12,"Bloomington, IN",United States of America
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm""",1月2日,847,Individual,Oliver E. Williamson,,,1932/9/27,"Superior, WI",United States of America,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA
2009,Literature,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",1月1日,844,Individual,Herta Müller,,,1953/8/17,"Nitzkydorf, Banat",Romania,Female,NA,NA,NA,NA,NA,NA
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1月3日,835,Individual,Elizabeth H. Blackburn,Elizabeth H. Blackburn,"blackburn, eh",1948/11/26,"Hobart, Tasmania",Australia,Female,University of California,"San Francisco, CA",United States of America,NA,NA,NA
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1月3日,836,Individual,Carol W. Greider,Carol W. Greider,"greider, cw",1961/4/15,"San Diego, CA",United States of America,Female,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,NA,NA,NA
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1月3日,837,Individual,Jack W. Szostak,Jack W. Szostak,"szostak, jw",1952/11/9,London,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America,NA,NA,NA
2009,Peace,The Nobel Peace Prize 2009,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",1月1日,845,Individual,Barack H. Obama,,,1961/8/4,"Honolulu, HI",United States of America,Male,NA,NA,NA,NA,NA,NA
2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",1月2日,838,Individual,Charles Kuen Kao,Charles K. Kao,"kao, kc",1933/11/4,Shanghai,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom,NA,NA,NA
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",1月4日,839,Individual,Willard S. Boyle,Willard S. Boyle,"boyle, ws",1924/8/19,"Amherst, NS",Canada,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,2011/5/7,"Truro, NS",Canada
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",1月4日,840,Individual,George E. Smith,George E. Smith,"smith, ge",1930/5/10,"White Plains, NY",United States of America,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,NA,NA,NA
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1月3日,851,Individual,Richard F. Heck,Richard F. Heck,"heck, r",1931/8/15,"Springfield, MA",United States of America,Male,University of Delaware,NA,United States of America,2015/10/9,Manila,Philippines
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1月3日,852,Individual,Ei-ichi Negishi,Ei-ichi Negishi,"negishi, e",1935/7/14,Changchun,China,Male,Purdue University,"West Lafayette, IN",United States of America,NA,NA,NA
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1月3日,853,Individual,Akira Suzuki,Akira Suzuki,"suzuki, a",1930/9/12,Mukawa,Japan,Male,Hokkaido University,Sapporo,Japan,NA,NA,NA
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1月3日,856,Individual,Peter A. Diamond,,,1940/4/29,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1月3日,857,Individual,Dale T. Mortensen,,,1939/2/2,"Enterprise, OR",United States of America,Male,Northwestern University,"Evanston, IL",United States of America,2014/1/9,"Wilmette, IL",United States of America
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1月3日,858,Individual,Christopher A. Pissarides,,,1948/2/20,Nicosia,Cyprus,Male,London School of Economics and Political Science,London,United Kingdom,NA,NA,NA
2010,Literature,The Nobel Prize in Literature 2010,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",1月1日,854,Individual,Mario Vargas Llosa,,,1936/3/28,Arequipa,Peru,Male,NA,NA,NA,NA,NA,NA
2010,Medicine,The Nobel Prize in Physiology or Medicine 2010,"""for the development of in vitro fertilization""",1月1日,848,Individual,Robert G. Edwards,Robert G. Edwards,"edwards, rg",1925/9/27,Batley,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,2013/4/10,Cambridge,United Kingdom
2010,Peace,The Nobel Peace Prize 2010,"""for his long and non-violent struggle for fundamental human rights in China""",1月1日,855,Individual,Liu Xiaobo,,,1955/12/28,NA,China,Male,NA,NA,NA,NA,NA,NA
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",1月2日,849,Individual,Andre Geim,Andre Geim,"geim, andre k.",1958/10/21,Sochi,Russia,Male,University of Manchester,Manchester,United Kingdom,NA,NA,NA
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",1月2日,850,Individual,Konstantin Novoselov,Konstantin Novoselov,"novoselov, kostya s.",1974/8/23,Nizhny Tagil,Russia,Male,University of Manchester,Manchester,United Kingdom,NA,NA,NA
2011,Chemistry,The Nobel Prize in Chemistry 2011,"""for the discovery of quasicrystals""",1月1日,867,Individual,Dan Shechtman,Dan Shechtman,"shechtman, d",1941/1/24,Tel Aviv,British Mandate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,NA,NA,NA
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",1月2日,872,Individual,Thomas J. Sargent,,,1943/7/19,"Pasadena, CA",United States of America,Male,New York University,"New York, NY",United States of America,NA,NA,NA
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",1月2日,873,Individual,Christopher A. Sims,,,1942/10/21,"Washington, DC",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA
2011,Literature,The Nobel Prize in Literature 2011,"""because, through his condensed, translucent images, he gives us fresh access to reality""",1月1日,868,Individual,Tomas Transtr?mer,,,1931/4/15,Stockholm,Sweden,Male,NA,NA,NA,2015/3/26,Stockholm,Sweden
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",1月4日,861,Individual,Bruce A. Beutler,Bruce A. Beutler,"beutler, b",1957/12/29,"Chicago, IL",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,NA,NA,NA
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",1月4日,862,Individual,Jules A. Hoffmann,Jules A. Hoffmann,"hoffmann, ja",1941/8/2,Echternach,Luxembourg,Male,University of Strasbourg,Strasbourg,France,NA,NA,NA
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for his discovery of the dendritic cell and its role in adaptive immunity""",1月2日,863,Individual,Ralph M. Steinman,Ralph M. Steinman,"steinman, rm",1943/1/14,Montreal,Canada,Male,Rockefeller University,"New York, NY",United States of America,2011/9/30,NA,NA
